Date,Open,High,Low,Close
43102,6937.649902,7006.910156,6924.080078,7006.899902
43103,7017.069824,7069.149902,7016.700195,7065.529785
43104,7089.5,7098.049805,7072.379883,7077.910156
43105,7105.740234,7137.040039,7097.080078,7136.560059
43108,7135.379883,7161.350098,7124.089844,7157.390137
43109,7174.189941,7181.140137,7148.299805,7163.580078
43110,7129.830078,7154.240234,7111.52002,7153.569824
43111,7168.72998,7211.779785,7163.22998,7211.779785
43112,7208.169922,7265.259766,7205.180176,7261.060059
43116,7307.189941,7330.330078,7205.930176,7223.689941
43117,7257.77002,7309.359863,7229.319824,7298.279785
43118,7293.649902,7313.890137,7276.109863,7296.049805
43119,7312,7336.379883,7297.279785,7336.379883
43122,7338.040039,7408.029785,7332.810059,7408.029785
43123,7424.950195,7465.390137,7423.180176,7460.290039
43124,7474.160156,7486.319824,7376.75,7415.060059
43125,7457.950195,7458.529785,7388.580078,7411.160156
43126,7448.330078,7505.77002,7431.220215,7505.77002
43129,7484.470215,7500.609863,7455.549805,7466.509766
43130,7388.890137,7433.649902,7373.990234,7402.47998
43131,7443.25,7453.990234,7381.120117,7411.47998
43132,7377.169922,7441.089844,7362.279785,7385.859863
43133,7347.589844,7364.430176,7238.180176,7240.950195
43136,7165.959961,7277.359863,6967.529785,6967.529785
43137,6837.560059,7126.549805,6824.819824,7115.879883
43138,7086.200195,7170.339844,7051.529785,7051.97998
43139,7067.299805,7073.990234,6776.77002,6777.160156
43140,6863.339844,6917.009766,6630.669922,6874.490234
43143,6936.680176,7023.620117,6879.689941,6981.959961
43144,6942.160156,7025.680176,6938.160156,7013.509766
43145,6979.240234,7152.049805,6977.069824,7143.620117
43146,7200.75,7256.930176,7130.390137,7256.430176
43147,7236.509766,7303.259766,7226.379883,7239.470215
43151,7209.029785,7295.950195,7206,7234.310059
43152,7258.47998,7338.640137,7218.109863,7218.22998
43153,7252.459961,7280.930176,7194.839844,7210.089844
43154,7261.350098,7337.830078,7232.5,7337.390137
43157,7373.299805,7421.850098,7360.25,7421.459961
43158,7416.169922,7438.089844,7330.350098,7330.350098
43159,7371.410156,7386.799805,7273.009766,7273.009766
43160,7274.75,7307.850098,7117.660156,7180.560059
43161,7099.540039,7267.189941,7084.830078,7257.870117
43164,7222.890137,7350.069824,7205.310059,7330.709961
43165,7366.609863,7378.029785,7319.680176,7372.009766
43166,7311.740234,7403.790039,7311.740234,7396.649902
43167,7422.77002,7435.009766,7391.5,7427.950195
43168,7475.97998,7560.810059,7469.029785,7560.810059
43171,7581.040039,7609.100098,7563.439941,7588.319824
43172,7627.52002,7637.27002,7492.97998,7511.009766
43173,7539.779785,7544.890137,7473.899902,7496.810059
43174,7509.240234,7525.439941,7463.189941,7481.740234
43175,7504.370117,7514.209961,7473.680176,7481.990234
43178,7419.200195,7421.22998,7285.27002,7344.240234
43179,7353.25,7380.740234,7331.240234,7364.299805
43180,7347.5,7415.660156,7325.350098,7345.290039
43181,7257.549805,7303.189941,7164.379883,7166.680176
43182,7170.680176,7194.310059,6992.669922,6992.669922
43185,7125.200195,7225.830078,7022.339844,7220.540039
43186,7255.470215,7255.540039,6963.680176,7008.810059
43187,6978.299805,7036.089844,6901.069824,6949.22998
43188,6984.660156,7120.459961,6935.779785,7063.450195
43192,7016.169922,7044.709961,6805.959961,6870.120117
43193,6924.350098,6963.709961,6835.22998,6941.279785
43194,6811.77002,7059.290039,6811.77002,7042.109863
43195,7099.25,7112.379883,7036.620117,7076.549805
43196,6999.569824,7066.640137,6877.759766,6915.109863
43199,6971.450195,7074.950195,6944.959961,6950.339844
43200,7060.990234,7117.97998,7014.879883,7094.299805
43201,7055,7128.540039,7055,7069.029785
43202,7112.02002,7166,7105.089844,7140.25
43203,7179.620117,7183.620117,7078.140137,7106.649902
43206,7153.870117,7178.509766,7115.850098,7156.279785
43207,7215.120117,7298.589844,7206.549805,7281.100098
43208,7292.379883,7319.580078,7259.899902,7295.240234
43209,7258.609863,7277.450195,7215.169922,7238.060059
43210,7220.640137,7222.990234,7123.490234,7146.129883
43213,7173.990234,7195.720215,7094.430176,7128.600098
43214,7160.77002,7171.669922,6961.52002,7007.350098
43215,7009.990234,7030.740234,6926.970215,7003.740234
43216,7080.490234,7143.939941,7055.660156,7118.680176
43217,7195.52002,7197.149902,7083.950195,7119.799805
43220,7133.950195,7169.799805,7065.410156,7066.27002
43221,7053.649902,7133.27002,7036.180176,7130.700195
43222,7138.450195,7169.459961,7094.720215,7100.899902
43223,7065.029785,7112.589844,6991.140137,7088.149902
43224,7065.669922,7228.259766,7057.890137,7209.620117
43227,7241.819824,7291.740234,7235.759766,7265.209961
43228,7255.339844,7278.810059,7224.700195,7266.899902
43229,7281.529785,7344.799805,7259.049805,7339.910156
43230,7355.899902,7414.149902,7353.629883,7404.970215
43231,7393.970215,7417.669922,7372.259766,7402.879883
43234,7429.450195,7458.419922,7401.890137,7411.319824
43235,7361.299805,7363.52002,7320.970215,7351.629883
43236,7356.220215,7413.319824,7356.160156,7398.299805
43237,7379.580078,7425.390137,7350.459961,7382.470215
43238,7364.339844,7381.160156,7343.970215,7354.339844
43241,7406.339844,7431.830078,7368.209961,7394.040039
43242,7420.850098,7432.529785,7370.330078,7378.459961
43243,7335.029785,7426.779785,7334.620117,7425.959961
43244,7421.990234,7435.379883,7357.5,7424.430176
43245,7422.200195,7452.850098,7415.580078,7433.850098
43249,7398.509766,7435.129883,7354.290039,7396.589844
43250,7428.410156,7473.810059,7423.669922,7462.450195
43251,7455.580078,7492.419922,7431.410156,7442.120117
43252,7487.660156,7557.379883,7487.22998,7554.330078
43255,7570.080078,7607.169922,7561.200195,7606.459961
43256,7621.359863,7644.47998,7602.379883,7637.859863
43257,7652.799805,7691.649902,7622.310059,7689.240234
43258,7697.410156,7697.410156,7597.660156,7635.069824
43259,7607.740234,7653.580078,7595.140137,7645.509766
43262,7647.240234,7677.290039,7642.870117,7659.930176
43263,7673.870117,7708.25,7669.529785,7703.790039
43264,7713.899902,7748.959961,7686.649902,7695.700195
43265,7723.529785,7768.600098,7723.529785,7761.040039
43266,7725.029785,7755.720215,7704.339844,7746.379883
43269,7692.959961,7749.359863,7676.830078,7747.029785
43270,7658.470215,7727.410156,7635.72998,7725.589844
43271,7764.149902,7806.600098,7755.47998,7781.509766
43272,7800.299805,7803.450195,7699.200195,7712.950195
43273,7739.689941,7739.709961,7679.120117,7692.819824
43276,7631.120117,7639.72998,7477.72998,7532.009766
43277,7553.740234,7597.490234,7527,7561.629883
43278,7586.330078,7610.669922,7444.169922,7445.080078
43279,7438.109863,7526.069824,7419.560059,7503.680176
43280,7544.129883,7573.589844,7502.950195,7510.299805
43283,7451.899902,7568.100098,7443.100098,7567.689941
43284,7593.629883,7594.330078,7498.5,7502.669922
43286,7550.660156,7589.189941,7511.430176,7586.430176
43287,7595.930176,7695.810059,7588.649902,7688.390137
43290,7731.740234,7757.279785,7702.060059,7756.200195
43291,7770.629883,7777.47998,7731.97998,7759.200195
43292,7698.509766,7748.160156,7696.580078,7716.609863
43293,7752.709961,7825.669922,7746.759766,7823.919922
43294,7827.620117,7843.52002,7803.339844,7825.97998
43297,7831.740234,7838.819824,7791.97998,7805.720215
43298,7751.970215,7867.149902,7749.609863,7855.120117
43299,7859.430176,7863.77002,7822.830078,7854.439941
43300,7829.799805,7849.850098,7811.149902,7825.299805
43301,7843.080078,7860.25,7815.859863,7820.200195
43304,7806.930176,7846.759766,7776.549805,7841.870117
43305,7914.350098,7928.790039,7814.330078,7840.77002
43306,7839.089844,7933.310059,7838.759766,7932.240234
43307,7848.040039,7881.299805,7834.080078,7852.180176
43308,7889.75,7889.75,7698.959961,7737.419922
43311,7735.27002,7740.259766,7604.240234,7630
43312,7654.589844,7709.490234,7614.839844,7671.790039
43313,7701.819824,7732.680176,7670.709961,7707.290039
43314,7659.52002,7808.850098,7659.52002,7802.689941
43315,7819.22998,7824.060059,7783.299805,7812.009766
43318,7809.540039,7859.680176,7801.879883,7859.680176
43319,7878.620117,7898.200195,7868.649902,7883.660156
43320,7880,7901.689941,7864.459961,7888.330078
43321,7886.52002,7923.350098,7881.060059,7891.779785
43322,7834.709961,7866.189941,7818.370117,7839.109863
43325,7848,7888.660156,7814.27002,7819.709961
43326,7847.879883,7878.22998,7815.5,7870.890137
43327,7810.02002,7832.660156,7732.689941,7774.120117
43328,7826.950195,7849.669922,7795.740234,7806.52002
43329,7786.640137,7830.779785,7752.680176,7816.330078
43332,7834.370117,7837.140137,7787.899902,7821.009766
43333,7840.089844,7897.680176,7836.790039,7859.169922
43334,7844.040039,7897.629883,7840.839844,7889.100098
43335,7886.470215,7926.319824,7866.529785,7878.459961
43336,7907.810059,7949.709961,7907.100098,7945.97998
43339,7989.640137,8024.939941,7976.600098,8017.899902
43340,8039.009766,8046.310059,8009.589844,8030.040039
43341,8044.339844,8113.560059,8042.100098,8109.689941
43342,8094.200195,8133.299805,8069.569824,8088.359863
43343,8079.310059,8119.819824,8079.310059,8109.540039
43347,8087.950195,8104.069824,8042.140137,8091.25
43348,8073.529785,8077.839844,7962.350098,7995.169922
43349,7998.27002,8001.970215,7885.490234,7922.72998
43350,7878.790039,7962.529785,7873.930176,7902.540039
43353,7939.569824,7945.029785,7890.390137,7924.160156
43354,7894.870117,7986.319824,7880.919922,7972.470215
43355,7958.870117,7965.390137,7884.049805,7954.22998
43356,7999.930176,8037.509766,7989.850098,8013.709961
43357,8026.160156,8040.830078,7979.779785,8010.040039
43360,7992.209961,8002.779785,7890.069824,7895.790039
43361,7903.569824,7986.100098,7901.009766,7956.109863
43362,7962.549805,7976.120117,7917.72998,7950.040039
43363,7993.529785,8039.060059,7986.410156,8028.22998
43364,8041.689941,8057.259766,7979.669922,7986.959961
43367,7939.379883,7997.899902,7912.470215,7993.25
43368,8001.589844,8014.120117,7979.290039,8007.470215
43369,8011.680176,8067.029785,7982.759766,7990.370117
43370,8021.220215,8071.560059,8017.910156,8041.970215
43371,8024.5,8065.060059,8015.870117,8046.350098
43374,8091.5,8107.379883,8019.77002,8037.299805
43375,8024.470215,8054.149902,7983.990234,7999.549805
43376,8034.649902,8053.930176,8012.029785,8025.089844
43377,7993.330078,7997.169922,7833.160156,7879.509766
43378,7874.759766,7902.669922,7715.970215,7788.450195
43381,7747.100098,7797.319824,7654.839844,7735.950195
43382,7728.509766,7799.75,7718.950195,7738.02002
43383,7694.080078,7701.200195,7420.560059,7422.049805
43384,7388.069824,7493.209961,7274.040039,7329.060059
43385,7507.839844,7516.689941,7368.330078,7496.890137
43388,7473.330078,7500.930176,7400.069824,7430.740234
43389,7501.779785,7658.140137,7493.439941,7645.490234
43390,7669.259766,7670.490234,7563.089844,7642.700195
43391,7616.470215,7616.859863,7452.459961,7485.140137
43392,7530.160156,7582.890137,7428.299805,7449.029785
43395,7486.740234,7520.540039,7424.740234,7468.629883
43396,7328.549805,7472.580078,7260.129883,7437.540039
43397,7423.209961,7435.689941,7099,7108.399902
43398,7197.490234,7364.819824,7178.540039,7318.339844
43399,7125.180176,7283.319824,7057,7167.209961
43402,7272.419922,7295.609863,6922.830078,7050.290039
43403,7017.870117,7166.839844,7001.47998,7161.649902
43404,7276.620117,7368.490234,7270.629883,7305.899902
43405,7327.819824,7435.879883,7286.5,7434.060059
43406,7424.02002,7466.529785,7298.680176,7356.990234
43409,7344.080078,7349.22998,7255.879883,7328.850098
43410,7326.069824,7400.640137,7320.890137,7375.959961
43411,7446.089844,7572.930176,7435.870117,7570.75
43412,7544.169922,7566.930176,7499.709961,7530.879883
43413,7468.509766,7474.339844,7349.47998,7406.899902
43416,7364.049805,7371.089844,7193.77002,7200.870117
43417,7230.689941,7319.120117,7182.859863,7200.870117
43418,7265.390137,7285.569824,7101.169922,7136.390137
43419,7112.830078,7274.259766,7072.359863,7259.029785
43420,7193.600098,7274.859863,7171.700195,7247.870117
43423,7217.240234,7224.120117,7011.399902,7028.47998
43424,6867.430176,6994.75,6830.759766,6908.819824
43425,6985.509766,7029.919922,6951.620117,6972.25
43427,6919.52002,6987.890137,6919.160156,6938.97998
43430,7026.5,7083.930176,7003.120117,7081.850098
43431,7041.22998,7105.140137,7014.359863,7082.700195
43432,7135.080078,7292.709961,7090.97998,7291.589844
43433,7267.370117,7319.959961,7217.689941,7273.080078
43434,7279.299805,7332.790039,7255.680176,7330.540039
43437,7486.129883,7486.509766,7392.220215,7441.509766
43438,7407.950195,7421.109863,7150.109863,7158.430176
43440,7017.049805,7189.52002,6984.339844,7188.259766
43441,7163.490234,7205.370117,6945.27002,6969.25
43444,6959.629883,7047.620117,6878.990234,7020.52002
43445,7121.660156,7129.830078,6983.009766,7031.830078
43446,7127,7197.290039,7096.560059,7098.310059
43447,7135.279785,7154.640137,7034.819824,7070.330078
43448,6986.370117,7027.169922,6898.990234,6910.660156
43451,6886.459961,6931.810059,6710.009766,6753.72998
43452,6809.819824,6847.27002,6733.709961,6783.910156
43453,6777.589844,6868.859863,6586.5,6636.830078
43454,6607.759766,6666.200195,6447.910156,6528.410156
43455,6573.490234,6586.680176,6304.629883,6332.990234
43458,6278.490234,6355.180176,6190.169922,6192.919922
43460,6257.859863,6555.529785,6214.339844,6554.359863
43461,6457.189941,6583.009766,6336.970215,6579.490234
43462,6616.790039,6684.180176,6529.220215,6584.52002
